col0,col1,col2
,,"Kutengeneza masuluhisho pamoja itasaidia kupunguza some of the issues mnaface. Kuset boundaries inaeza kuwa poa kwenu, kama kuset time specific ya kumeet (dates) na pia personal time. Hii inaeza kuwasaidia kuwa more comfortable na vile relationship yenu inadevelop. Jaribu kutumia hiyo time huko na yeye, kujijenga, kuenjpy chenye unapenda na kufocus on u. Enda out na mabeste wako ama uprepare  for future unataka! 💗"
,,
Relationships,,Nataka kuongea na bae wangu kuhusu kitu serious.
,,"Na elewa vile hii ni situation tricky. Kama hutaki kuendelea kudate mtu, hii ni sawa kabisa, ata ukiwa na sababu yoyote. Bae wako anaeza kukutoelewa, so ni best kumwambia sababu ya kufeel hivyo. Kumake sure conversation itaflow, wapee muda wakushare feelings zao pia. Kumbuka, whatever their reaction, kama hawata kuheshimu na kutokuskiza, si fault yao. Kuwa proud vile ulihave hii conversation.😊"
,,"Kama hiyo conversation haiendi pahali, chukua kabreak na uirudie baadaye, wakati nyi wawili mmeabsorb chenye huu mwingine anafeel. Kama inafeel kama inabecome too much si lazima uendelee na hiyo stori. Kumbuka, huhitaji kupewa ruhusa kuachana na mtu. Kama hiyo situation haifeel inawork out, unaright ya kuachana nayo na kuenda. Period🙂"
,,"Wakati wowote unafeel unsafe ama uncomfortable, jaribu kureach out to a trusted adult or contact XXX, ni free: XXX."
,,
Relationships,,Yoh! Ni mimi tu sina mtu?
,,"Cha kwanza, hakuna noma ya kuwa single, usiwai feel pressure ya kuingia box kwa sababu mabeste wako wako kwa marelationships. Lakini, naelewa unamiss kuspend time na mabeste wako.  Waeleze kuwa ungependa kuspend quality time na wao, once in a while. "
,,"Kama wanaspend time na bae zao, imagine haimanishi wamekutupa. Suggest time ya kuhangout, mcatch up na mzungumze kuhusu issues zenu, pahali mtakuwa most comfortable. "
,,"Tumia hiyo free time kujijenga na kufocus on happiness yako. Ni trust, kutake time ya kufocus on wellbeing yako ni key ya kujengea thamani yako. Dating huwa noma sana kama ukoready kuexplore na mwenye ako-worth time yako.😉  "
,,
Relationships,,Naeza tuma hizo pics?👀
,,"Ahh, nikoglad unauliza hii swali! 🤗 Warembo wengi hawako sure kurespond when someone asks them for a sexy pic or video😳 . Some people hufeel hii ni vipoa lakini inaeza coz a lot of harm, so ni heri upime pros na cons zote. Make sure unafanya what's right for YOU. "
,,"Kama uko below 18, kuna nchi zingine huiona as child pornography kuhave ama kutuma sexual pics za watu underage, ata kama ulmpea ruhusa ya kuziona. Na hata kama uko over 18  ni vi-important kukuwa 100% comfortable na decision yako. "
,,"ikiria venye utafeel, kama pic yako ileak na kila mtu aione? Imagine ni very possible. Usaiwai let mtu akuweke pressure ya kufanya kitu sexual hukocomfortable nayo. Kama wanakupressure kufanya  ambacho hutaki, ongea na mtu unayomtrust. "
,,
Relationships,,Kuachana 101
,,"Breaking up si conversation rahisi huhave. 💔 Ni best kumwambia ukweli wa mambo na vile unafeel. Ili conversation iende pahali, kila mtu anafaa kupractise kuskiza  actively. As in, kuelewa vile mwengine anafeel pia. Kama unawaptia space ya kushare feelings zao, kuna more chance watakuskiza na karespond to how unafeel too. "
,,"Najua si rahisi, lakini unafaa kufeel proud for taking the steps kuhave hii converation ngumu. Sometimes inachukua muda ili kila mtu askizwe vizuri ndiyo kila mtu aabsorb na kureflect. Lakini, kama hatakuheshimu, ni maggressive ama anakutishia, kumbuka si must uaccept response yake, kama haifeel right. 🙅🏽‍♀️Period. "
,,"Unaright ya kufanya what is right for you, hakuna mtu anafaa kukushame ama kumake ufeel guilty for that. Kama conversation yenu inawaka moto, jaribu kutake a breath na uwalk away kama ni safe kudo so. Si lazima uwaongeleshe amauwaona tena kama hutaki. Na kama unaogopa watakukasirikia, ongea na a trusted adult or friend. "
,,
Relationships,,"Moyo mmoja, wapendwa wawili"
,,"Yes, ni normal kupenda watu wawili at the same time na hii inaeza kuwa confusing 😕. Hizi ma-emotions unafeel zinaeza kuwa ngori kuelewa, so lazima ujaribu kuwa mrespectful na mwaminifu na kila mtu aliyekuwa involved, ata wewe mwenyewe."
,,"Though heart yako inadundia side mbili, think hard about why you like each of them, vile wanakutreat na vile unafeel ukiwa nao. Ukiendelea kudecide, unaeza jaribu kusimama kando ya hiyo situation na kufocus on kukuwa marafiki, ili uone vile itaenda."
,,"Kuwajuwa kama marafiki itapunguza pressure ya hiyo situation na pia, bado mnaeza have fun pamoja. Once ukoready, unaeza kuwa serious na chenye unataka, more wisely, baada ya kupima options zako vizuri. Even better, bila kuumiza na kudanganya yeyote kati yao. "
,,
Relationships,,Ana cheat. Nafaa kucare?
,,"Weh, hi ni tricky. Cha kwanza, kuhave sex na mtu mwenye anamultiple partners ita  increase chance yako ya kupata STI, so ni viimportant kutumia CD  ili uenjoy sex safely. Ya pili, sexual activity inaeza coz feelings between partners, so ni important kureflect on vile unafeel na kama feelings zako zinabadilika. "
,,"Hata kama hutaki relationship na huu mtu, ukihave sex nay ni kama unamwamini na mwili na afya yako. "
,,"Think deeply kuhusu pros na cons ya decision yako. ☂️. Kama unadecided kuwaona, make sure kutumia condoms kila wakati. Regardless of whether uko kwa relationship ama zii, unadeserve respect. "
,,
Relationships,,Bae wangu anataka kuhave sex na wadau wengine
,,"Eh, ni kama ulifikiria kuhusu what feels right for you. So, good on you for wanting to be responsible  😀  Ni kama we na bae wako mnataka vitu tofauti kutoka hii relationship. "
,,"Kulala na mtu mwenye ana partners wengi huincrease chances zako z kupata STI na HIV. Uko responsible for sexual health yako, so ni important kutumia CD all the time, during sexual activity ndiyo uensure uenjoy sex safely."
,,"Jiulize, 'Naskia aje emotionally?' and 'inanihurt kumwona na madem wangine?' Ongea na mtu unayomtrust, wakusaidie kupima hizi risks. Unaneed kudecide what is best for you. Si fair kucompromise values zako ili ufurahishe bae wako. Make sure final decision yako stays true to you. 🤗"
,,
Relationships,,Nitasupport beshte wangu aje na relationship issues zake?
,,Eish…Kufind out beste wako anacheza ni ngori. Lakini nimefurahia vile unamjali beste wako. Madem wanafaa kusupport each other always😎. Unaeza msaidia kuelewa kuwa chenye boyfriend yake anafanya si fault yake.
,,"Kuwa cheated on inaeza make mtu a feel insecure or ama kuchizi. Mkumbushe kuwe bado yeye ni mnoma. During hii time, ni important ajue hako peke yake – mskize na umpatie space safe ya kushare feelings zake ili a heal. "
,,"Check up on her mara kwa mara, whether ni through WhatsApp ama kuminvite kejani for amsleep over.  Ata unaeza kumwongelesha kuhusu future goals zake– hii ni way poa kumkumbusha na avitu mob kulook forward to."
,,
Relationships,,Nataka kurudi kwa ex yangu.
,,"Kurebuild friendship na mwenye ulimhurt inaeza kuwa tricky sana. Labda washamove on na hawataki kukuona. Labda kuongea na wewe bado inamleta uchungu. 💔 Kama bado hujamrudia, ni best kuanza na apology. "
,,"Let them know unaelewa vile ulimumiza na ukogenuinely sorry. Kama wamekataa apology yako, ama wamekataa kukuongelesha, lazima uwaelewe na kuwaheshimu, give them their space. Kama wamekuforgive, jaribu kujenga trust yao tena mos mos. "
,,"Kuwa mkind kwao, like you would to your friends. Wakianza kurespond positively, unaeza wauliza kama wanataka kuhang out.🤗 Kama mnashare group ya mabeste, unaeza kuanza na group hangout – this can help them feel more comfortable. But usiiforce – acha ihappen naturally. "
,,
Relationships,,Long distance relationships- naeza jaribu?
,,"Of course babes, inaeza work. Long distance relationships sometimes huhitaji work more kutoka both partners. Watu wengine hufind it ngumu kudate someone they won’t see whenever they want to. Lakini, kama couple wako serious about each other, distance won’t get in the way.😊"
,,"Siku hizi distance si shida kama kitambo. Now tuna cellphones na WhatsApp. Hii hhumanisha bae wako ako a phone-call, text or video call away. So hata kama hamko pamoja physically, there are still other ways to chat whenever you want to."
,,"Like any other relationship, a long distance relationship inaeza kuwork out bora the two people care for each other and communicate their feelings. Lakini, itabidii uweextra creative on vile utamshow partner wako upendo, ukipata time ya kukuwa pamoja, make hizo moments special sana! 💖"
,,
Relationships,,Bae wangu alicheat on me!
,,"Weh mresh! Aki pole, I’m sorry your friend and your boyfriend walikufanyia hivi 😑. When people betray our love na trust, inaeza kutuumiza na kutufanya tudhani tunakasoro. Kumbuka, decision yao yakubetray trust yako si fault yako, so don’t blame yourself for what’s happened."
,,"Wamekushow wanacare more about feelings zao than they do yours. Itakuwa ngori, but imagine focus on you sis, na your other healthy friendships. Also, jaribu kuongea na beste unayomtrust. Kuhave a shoulder to cry on or mtu kubonga naye inaeza kusaidia 🤗"
,,They might ask for forgiveness and a second chance. Lakini ni choice yako ya kudecide what will be best for you. Chukua time yako kudeal na hii situation in a way that is true to your values and your feelings. 🙏
,,
Relationships,,Ninafeel relationship yetu inakufa.
,,"Ni natural for things kufeel less exciting baada ya miaka 2 ya relationship. Relationships huchukua kazi mob na zinaeza kufa pole pole even when couples still care for each other. Kama unataka, unaeza kuongea na bae wako kuhusu vile unafeel. And both of you can try to make it exciting again.😉"
,,"Kama hawako interested kuifufuka relationship yenu ama ujaribuuu na it doesn't work, ni best kuhave a check in conversation. It's okay for you to still care about eachother but want different things, labda urafiki itawafaa?"
,,"Trust feelings zako hapa. Kama unafeel ni masaa ya kuachana na unafeel ukoready, try not to be hard on yourself for falling out of love with them. Ni normal for feelings kuchange. At the end of the day lazima umake a choice that makes you feel good. 😃"
,,
Relationships,,Past yangu inanihold back
,,"Naelewa hofu yako kabisaaa! Kama tuipigwa ba character development, inaeza kutuachia alama – making it difficult for us kumove on 100%. Nadhani unahitaji kufocus energy yako kwa kujenga hii relationship baada ya kuicompare na ile ya zamani. 😉"
,,"Kama unanotice wanatabia same na ex wako na ni tabia hukupenda, then I’d say talk to them about it. Mpe chance ajiexplain badala ya kufikiria wataact the same way ex wako aliact. Open communication ni sign ya healthy relationship.🤗"
,,"Tukiumizwa na ex wetu, tunaeza feel at risk kwa future relationships zetu. This is why ni important kuwa responsible for happiness yako na ucreate chenye unataka na current babe wako. Jaribu kulearn from your past badala ya kuishi kwa hofu itafanyika tena. 💗"
,,
Relationships,,Nilimeet babe wangu online
,,"Pole unafeel hivi. Jaribu kuvaa viatu vyake, coz ni kama anajaribu kuaccomplish some of their goals sahi. Si eti hawataki kuspend time na wewe. So, for now, mmpe support yako for their exams na atachi."
,,"Akimaliza na exams na atachi yake,  you can talk to them about vile ulifeel during hiyo time 😣. Speaking about it inawapaea chance ya kureach understanding ya vile mtamake time for each other no matter what's going on kwa maisha yenu.🤗"
,,"Since ulimmeet online, labda kutakuwa na siku when utadecide kumeet face-to-face. Kama utadecide kumeet, ulliza beste unamtrust ama mtu mwenye unamtrust kuenda na wewe ndiyo wameet naye na kuconfirm ako real. Jaribu kumeet kwa space open and public kama kwa restaurant ama archives. ☕"
,,
Sexuality,,Sifeel attracted to anyone shule... niko asexual au demisexual?
,,
,,"Kuna forms different za attraction - emotional, sexual and romantic. Na si hu ziexperence differently, it's always evolving. Tunaeza feel one or all of these types of attraction, think about vile unafeel about friends, crushes or family members ❤️ Ways zenye tunajifind attracted to others ni fluid 🌊 hakuna kitu iko set in stone so usijipe pressure ya kuhave it all figured out saa hii saa hii.  
  
Life ni journey, and so is your sexuality. Sometimes labels hu-suck but times zingine inaezafeel good to feel clearer about identity yako. As I always say, u know yourself! Keep asking questions, keep exploring, keep growing. You've got this! 💪"
,,
Sexuality,,"Sioni raha ya sex, ni normal?"
,,"Dada, hakuna shida na wewe, lakini u need to speak up. Sex inafaa kuwa an enjoyable part ya relationship na nyinyi wawili mnafaa kufeel needs zako zinakuwa met. 😘"
,,"Step ya kwanza ni communication...Najua sometimes ni ngori kuongea kuhusu sex 😬. Lakini mwenye anakujali, atakutaki mazuri. So mwambie kama chenye wanfanya hufeel poa ama zii, usidhani wanajua tu. Unapenda kushikwa na kukuwa kissed aje? Mwambie!!🔊"
,,"Kama ye ni mrespectful, atakuskiza na kujaribu kudo more of the stuff that feels good for you. Huyo ni partner mnoma mpendwa. A partner hafai kukushame ukijiexpresse 🤗.If they do labda wao si the right person for you. "
,,
STI,,Kuogopa kuget tested.
,,"Kuchuka test inaeza kuwa scary kidogo, lakini usijali inaeza kuwa test rahisi sana. Ata huhitaji kuisomea 😉 Kama unataka kuenjoy mechi bila wasi, step one ni kujua STI/HIV status yako. Ni vi-important kupata time ya kuongea kuhusu testing na partner wako ndio mjue statuts zenu na kuenjoy intimacy."
,,Chukua time kubonga na partner wako na kumwambia vile unafeel. Hakuna ubaya kwa kutaka kufanya safe sex from the start. Msaidie kuelewa kwa kumpatia sababu zako za kuchuka test na yeye na umwambie vile kuchukua test itakueka at ease.
,,"Hii communication itasaidia kustregthen relationship yako. Kama bado haukosure, kumbuka haya: mwili wako = rules zako. 🌟🌟🌟This means you ALWAYS have the right kudecide what happens na body yako and how. Kama partner wako amekataa kukuheshimu, labda wao si right for you. 
Kama ungependa, naeza kupatia deets za Wazzii-approved health service where mnaeza enda kuchukua STI tests - unaeza mshow partner wako hii info ukimwongelesha ?
1. Yes please
2. Zii niko sawa"
,,
Safe Sex,,Naeza control sexual urges zangu aje?
,,"YUP, sexual desire ni part of puberty. Inashow vile hormones na feelings zetu zina-evolve... but imagine, haimean iko same for everyone - and that's pretty cool. 
Najua saa zingine inaeza get stressful... especially vile kuna hawa wadau wanatry ku kuconvince that hufai kufeel that way.

Lakini we juwa hivi...As long as huact on your sexual urges in ways zenye zitaharm au kupea wasee wengine pressure, it isn't ANYONE else's business! Uko na right to your privacy; YOUR BODY, YOUR RULES🔊 So go forth and learn more about your desires, boo!💅🏽✨"
,,
Safe Sex,,Kuhave sex mara ya kwanza ni painful?
,,"Nakulombotov big tym for asking ❤️ Ni natural kabisa kua curious about how sex itafeel and if you'll be uncomfortable or not. Especially time unaenda through puberty - hizo hormones ni hectic! Si ndio? 😫  Let's get talking about virginity, wasee wengi humake it a big deal so I'm glad unalook out for yourself. "
,,"My best tip: Kama unafeel uncomfortable or worried, speak to your partner na umake sure mnatake things slow, use lube and take breaks when you need to! Na kama bado hufeel comfortable or unafeel pain, trust that feeling and stop🤚🏽. Unaeza jaribu siku ingine. Mresh, u know your body! Ukiexperience regular pain during sex, remember you can always speak to a health professional and figure out the best thing for your wellbeing ❤️

And remember, first time with a new partner haitafeel perfect. Si Telemundo😅 So just be kind to yourself and to them, as you learn about what you both enjoy together."
,,
Safe Sex,,Naezaget STIs from having oral sex?
,,"Yoh! Wasee wengi huthink that if you aren't having vaginal sex, uko safe. Lakini babes, listen carefully... DASSS A LIE. Any form of sex where you don't use a condom puts you at risk for Sexually Transmitted Infections (STI). 

Giving and receiving oral sex is actually the most common way that STIs are transmitted so stay safe, babes ❣️"
,,"The most common STIs unaezaget from oral sex include gonorrhoea, syphilis, chlamydia and genital herpes. So even if uko na only one partner ni important to always condomise, and obviously, kua na more than one partner inaraise your risk. 

Do best for yourself, use a condom or dental dam kila time. (Quick tip, because you know I've got your back: if you don't have a dental dam, unaeza use a flavoured condom! Cut the top off and split it down the middle and you're good to go 😉) Check out your closest clinic, they give condoms away for free 😃 And I know we all love free things. "
,,
Safe Sex,,Anasema simpendi💔
,,"Sex inafaa kufanya only ukiwa comfortable. Kama hujazoeana hivyo na partner wako, mwongeleshe kuihusu. Bonga bonga hiyo stori hatakama ni ngori aje. Kama ni partner poa, ataheshimu feelings zako."
,,"Hufai kufeel pressured kuhave sex, nyinyi wawili mnafaa kuitaka na kuagree kupeana.  Imagine 🤔 jiangalie vile unafeel kuihusu then only have have sex ukiwa ready ksbisa.     "
,,"Ni right yako kukua unsure. Kama bae wako anakutishia kwa kusema humpendi, hii ni RED FLAG🚩🚩. Ukidecide kuhave sex, hakikisha unafeel fiti na ready, si kwa sababu unafeel vibaya ama unafeel guilty. Bonga na mtu mzima unayemwamini ama call Love Life at 011 523 1000 for more guidance."
,,
Safe Sex,,Unexpected bleeding after sex.
,,"Kubleed after sex inaeza tushtua, lakini jua hivi, most of the time si kitu serious. Ata saa zingine ni kawaida tu. Uko sawa msupa. 👍"
,,"Kuna reasons mob ya kubleed after sex, labda hukua wet (lubricated) enough, na hii hulead to friction, ama kuaza kunyesha. Saa zingine inaeza kuwa sign ya STD ama a vaginal infection. "
,,"Lakini kama unataka kuwa 100% sure, ni best kuenda hosi, clinic, health worker ama daktari 👩‍⚕️. Usiskie aibu mama, mwambie tu kuhusu ile shida, wako hapo kukusaidia na kukuadvise on chenye kufanya next. 🙂"
,,
Safe Sex,,Niko ready kuhave sex?
,,"Imagine, hakuna mwenye atakuambia lini ni time poa for you to have sex. Wewe tu, unaeza make hiyo choice. Lakini kuna mambo mafew unaezaconsider ili kukusaidia kumake the right choice. "
,,"Kwanza, unafaa kuwa sure ukocomfortable na mtu wako na uko ready akilini for what sex comes with. Usifeel confused ama pressured kumake decisions za sex, kwa sababu ni choice yako pekee. 🙋‍♀️"
,,"Alafu, sex hukuja responsibility bigi ya kukuwa safe, wewe na bae wako mnafaa kuwa tested for STIs and HIV.  Na masaa ya mechi ikifika, kumbuka kualways tumia CD (condom), kila time, nyinyi wawili mtakuwa safe ☔. 
Kama unataka, ninaweza kukupatia deets za Wazzii-approved clinics ambazo unaeweza contact for advice on contraception or STI tests? 
1. Yas please
2. Zii, thanks"
,,
Safe Sex,,Naskia aibu kuwa uchi tukihave sex.
,,"Sex ni big deal, na ni natural kukuwanervous about kuwaexposed that way. Ni normal kabisa! Lakini usijiekee pressure yakuwanaked in front of bae wako. "
,,"Mechi huwa tamu ukiwa comfortable. Bonga na bae wakokuhusu feelings zako. Kama anakuheshimu, atajaribu kuhakikisha unafeel poa na ukocomfortable pia. 🤗"
,,"Take time yako kukuwacomfortable na skin yako, skiza body yako, usijiforce kufanya chenye hufeel poa kufanya. Usikuwe na haraka, kuwacomfortable kwanza. Kwanza, focus on the mambo unalombotov kujishus with your clothes on. Twajua hii inaweza kuwa ngori, lakini growing confidence yako itakusaidia kuenjoy it more. 🙌"
,,
Safe Sex,,Mbona sikubleed?
,,"Imagine, ni kawaida sana kutobleed after the first time utahave sex, saa zingine inahappen, saa zingine haihappen! Kama utableed, si noma vile huwa ni sababu ya kuwashwa kidogo ama kukatika kwa wall lining around the vagina. Hii huitwa the vaginal corona. Kuna shapes mob tofauti ya vaginal coronas, saa zingine the lining ni quite thick, ama thin... kila vagina ni vidifferent."
,,"Pia, hii tissue inaeza stretch naturally ama kuraruka kidogo wakati wa sports, ukitumia tampoon, ama kueka vidole ndani ya vagina. Hii sometimes huu coz bleeding. Kuna wadau ambao husema wanajua kama mtu ni vajo kama wanableed wakati wa mechi. Hii si true! Kama unableed ama zii, haimanishi kitu. 🤗 "
,,"Saa zingine kutakuwa na mapressure ya kuprove uvajo, lakini kusema ukweli, hakuna scientific test ku'prove' it anyway! Kama kuna mtu anakupressure kuhusu uvajo wako, labda wao si the right partner for you. Kitu important ni vile unafeel about sexual experiences zako. Kumbuka hii, ni body yako, so ni rules zako, wapenda wasipende! 💗"
,,
Safe Sex,,Si get wet
,,"Vaginas get wet by producing their own natural lubricant. Sometimes it's a little and sometimes it's nothing at all - it varies! It doesn't mean anything is wrong with you or your partner. Usually, a vagina gets wetter when you are turned on which makes it easier for things to go inside it, to ease penetration. Sometimes it takes time to feel turned on, so foreplay or intimacy with a partner can help.  "
,,"You can talk to your partner and share what feels good for you, maybe it's kissing or a certain type of touching. A partner who cares about you will want to make you comfortable 💗. Going slowly and making sure you're relaxed are also important. You can use lubricant during sexual activity to help alleviate friction. You can get lube at pharmacies over the counter or at a health clinic. Remember to use a water-based lubricant with condoms as it won't damage the condom."
,,"If you're feeling discomfort during sexual activity, you should take a break. If you feel pain and it hurts, you should always stop. Sex shouldn't hurt and it's ok to stop and prioritise your wellbeing. If you're having pain during any type of sex that doesn't go away, visit your doctor or a health centre and they can best support you 🏥"
Safe Sex,,Naeza change mind yangu?
,,
,,"Hata kama ulisema yes kufanya something sexual (kama touching, kissing or having sex) unaright to stop at any time. Period!💅🏾 Hai-matter kama usha-engage in sexual activity once or 100 times before, your body is always your own. "
,,"Najua kuna pressure mob kuengage in sexual activity, but unaright ya kusema ""No"", ""Zii"", or ""Stop"" to your partner. They must respect your choice. Kila time unadecide kuengage in sexual activity, inafaa kuwa because un unafeel comfortable, respected na unataka kukuwa hapo.  "
,,"Body yako = Rules zako 📣 🙌 Kama unafeel presseured kuengage in sexual activity jaribu kubonga na mwenye unamtrust ama kama unataka more advice unaeza contact Love Life on 011 523 1000, ni a toll-free line.. "
,,
Safe Sex,,Nataka kubaki vajo lakini nafeel pressured ya kuhave sex.
,,"Decision yakuhave sex ni personal sana. Kwanza, nataka ujue ni 100% natural kutokuwa interested na sex. During adolecence, hormones zako zitawasha feelings mpya mob including levels tofauti ya sexual desire. Kama utaact on hizi feelings or not, choice ni yako."
,,"Na-understand kunaeza kuwa na pressure kuengage in sexual activity. Ina feel kama kila mtu anaifanya. Lakini kumbuka hii, feelings zako na experiences zako zitakuwa tofauti from friends zako! U have to go with how u feel at the time na what's right kwako. "
,,"Kama unataka kungojea, hiyo ni 100% decision yako, na hiyo ni noma! Kama unafeel ready, make sure unathink about chenye ukocomfortable with na ukumbuke kutumia contraception. No matter what you decide, sex haikimbii popote, itakuwa hapo when you na future partner wako mtakuwa ready. 🤗"
,,
Safe Sex,,I know about cum but what's pre-cum?
,,"Before an orgasm, the penis releases a liquid called pre-ejaculant, which has sperm cells. When sperm from a penis meets and egg in a woman's uterus (also known as her womb) during sexual activity, this is called fertilisation. A fertilised egg can implant in the womb lining and a baby can grow, resulting in pregnancy. Because pre-cum has sperm cells in it, this is enough to make you fall pregnant if you are not using any form of contraception. "
,,"The best way to make sure that you won't fall pregnant is to use a condom or other contraceptives. There are load of different types of hormonal ones such as the pill, IUD or the vaginal ring. You can visit a doctor or a local clinic to discuss the best options for you! 🤗"
,,"Rememeber that a condom is the only method that helps protect from STI transmisison. Sex is much more enjoyable when you do it safely as you don't need to worry. For more advice you can also contact Love Life on 011 523 1000, it's a toll-free line. ❤️"
,,
Safe Sex,,What's the right age to have sex?
,,People decide to start having sex at different ages for different reasons. So it's not easy to give you an exact age. Some people are guided by their religion or their culture. And others are guided by their own feelings and beliefs.
,,"But one thing is for sure for all of us- when having sex it's important to be responsible about it. This means making smart and safe sex choices, like using contraception every time you have sex or waiting until you and your partner both feel ready. 💕"
,,"It's important that it's your decision, based on your values, and that you and the other person both say ""yes"" to it. 🤗Not everyone matures at the same rate or feels ready at the same time. The right time to have sex is when you feel ready to learn about safer sex.

If you decide to go ahead, we can talk about your contraception options whenever you want.  When it comes to your body, health and wellbeing, you're in the driver's seat💖.

I can also give you the deets of a friendly service who can get you sorted with the right contraception 4 u, if you want?
1. Yes please
2. No thanks"
,,
Safe Sex,,Can someone tell if you've had sex before
,,"I get asked this question all the time. Fun fact: there’s absolutely no way for someone to be able to tell if you have had sex before.  You see, virginity is just a concept, there is no scientific test of evidence to be able to check it. Your vagina won’t feel different after having sex for the first time. What’s cool about vaginas is that they are elastic which means they expand during sex but then go back to their normal size soon after sex. "
,,"But what about the hymen? I'm gonna be real with you. The 'hymen' is actually referring to a vaginal corona, which is the wall lining at the entrance to the vagina. Everyone's is different it could be thick or thin, and sometimes has little tears in already, which might cause slight bleeding. It can tear any time in your life. That includes exercising, going for a run, or just your body growing! It has no relation to whether you've had sex before or not. It's just a myth. A stupid one at that. 😉"
,,"If someone is pressuring you to ""prove"" your virginity, have a think if they're really the right person for you. You have the right to choose if, how and when you might engage in sexual activity. This means it is your decision, made by you and you only. If you decide to be sexually active, make sure it's on your terms. Remember to always use contraception in order to enjoy sex safely. 😄"
,,
Safe Sex,,Ouch! Sex hurts
,,"Ouch. Pain during sex is not cool! 😬. Some discomfort can be normal, but pain is a no-no. Let me run you through this in more detail. Since the vagina is a muscle, it can become tense if you're not totally feeling like having sex or if you're nervous before or during sex."
,,"If you're feeling some discomfort, you should take a break. When you feel ready, you can spend more time on foreplay; kissing and touching. This can help you to get more aroused and wet down there and also lead to more enjoyable sex for you. You can slow down, try different positions and most importantly - use lubricant! This can be bought at a pharmacy or clinic. Remember to use water-based lube as it doesn't damage condoms. "
,,"If you feel pain during sex, you should always stop. Sex shouldn't hurt and it's ok to stop and prioritise your wellbeing. If you're having pain during any type of sex that doesn't go away, visit your doctor or a health centre and they can best support you 🏥

If you want, I can give you more details on trusted clinics you can contact for more advice?
1. Yes please
2. No thanks"
,,
Virginity,,Ready ama zii?
,,"Kuhave sex mara ya kwanza haifai kufeel kama sacrifice. Ukifeel pressured, chukua time kuthink about kama ukoready kutake that next step. Kabla uhave sex, kuna mambo matatu mawili unafaa kufanya ndiyo umake decision yako."
,,"Go through a checklist: uko mentally ready? Uko comfortable na partner yako? Umefikiria ni type gani ya contraception ungetaka kutumia?  Sex ni choice yako always, na una-every right kukataa kama hufeel ready. Ni sawa kabisaaa not to have sex wiith someone, hata kama unampenda."
,,"Kama bado unafeel uncertain, go with your gut na uweke pause for now, utarudia hiyo swali ukifeel ready. Mama, body yako = rules zako! Kama unahitaji support, jaribu kuongea na mtu unamtrust or contact Love Life. Wanaweza kukusaidia na maswali ya sex, love and dating. Call them on their toll free number 0800 121 900.  "
,,
Virginity,,Losing my virginity
,,"Acha nikuambie ukweli. When, how and who utadecide kuengage in sexual activity ni upto you, choice yako. Naelewa kuna pressure ya what to do or what not to do ukihave sex for the first time 🤯 Opinions za watu ya 'making it special' or 'kumaliza na hiyo story' saa zingine inaeza kuwa too much kudeal with... Nkt 🙄 Lakini imagine, *the most important opinion* ... ni yako! 😄 "
,,"The best thing unaezafanya ni kujiuliza: niko comfortable?  Hii itakuhelp kudecide if and how ungetaka kuengage in sex. Skiza, sex inaeza bring up ma-emotions mob. Inaeza kuwa time intimate between watu watu wawili na kustir up feelings kama affection na mapenzi, na hata pia embarrasment ama regret. Ni vizuri kuthink about chenye unataka so utakuwa prepared for what might come up. "
,,"Kumbuka, sex si kama kwa movies, actually ni kidogo messy! 😂Kama wewe na partner wako mko comfortable na mnataka the same thing, inaeza kuwa really fun. Jaribu kubonga na partner wako kuihusu, na inaeza kuwa opportunity noma ya kuongea about any concerns or expectations ungekuwa nazo. Usijiforce, time bado iko na unamaisha yako yote kudecide vile unataka kuexplore!🤗  "
