test_text,retrieval_id,cos_sim,cos_distance,kmeans_label,openai_label
So me niko stuck maharishi kwa life like naishi na BFF wants but mambo si fitness. Ni msee mbiolent sometimes alafu ni gamer sa si unajua ma gamer hawanaga time .spending vyenye ye hunibongesha alafu pia spending vyenye hunitreat. Anadai ananipenda but saa ingine me nafeel kama hanitaki. So nataka kumove out niende place ingine yenye ill be living with a dude who is offering a job .  anaprovide kila kitu na bado ananipea allowance saa me nataka kuishia but nafeel nitahurt huyu BF wangu. Nifanye nini?,271,0.62872446,0.37127554,1,1
I want a girl whom I will date,141,0.39060777,0.6093922,0,0
Mbonaa hujibu👀💔,224,0.54530704,0.45469296,1,0
Hy,329,0.2595496,0.7404504,0,1
??,224,0.25997528,0.7400247,0,1
How does someone stop Masturbating Masturbating,143,0.49220577,0.50779426,1,0
How do I begin a topic about relationships boundaries,219,0.36842304,0.63157696,0,0
What causes  a white vaginal discharge and what it's long-term effects to fertility of a parson especially a young lady?,82,0.489124,0.510876,1,1
Is it normal to feel sexually attracted to someone who touches ur butt,324,0.46775436,0.53224564,1,1
"Niko kwa relationship and my bf feels like entertaining other men is a no na tumehave hii convo which kwangu kuongelesha na kuinteract na watu si mbaya but he feels like it's disrespectful and ik but I feel like I have to talk other people for my sanity, What do u think?",63,0.4467653,0.5532347,0,0
How  do you tell a woman's safe days,71,0.44646943,0.5535306,0,0
2023-10-17T11:39:01.140908Z,329,0.2520277,0.7479723,0,0
Sawa,171,0.46444947,0.53555053,1,1
How can i get a job to cater for my children,290,0.15479706,0.8452029,0,1
Iyi nigemu yanini,337,0.5482232,0.4517768,1,1
Can I sucks my girlfriend pussy,207,0.36615342,0.6338466,0,1
"At what age should  one start dating,,",97,0.60786253,0.39213747,1,0
self,45,0.2621661,0.73783386,0,1
What do you do when you feel like you can't get yourself to be productive?,293,0.2611893,0.73881066,0,1
Ukifill kudinyana na hauna manze karibu unaeza Fanya nni ndio urudi sawa,240,0.6463582,0.3536418,1,0
Tunaezafuck na mouth ama,171,0.4893212,0.51067877,1,0
Okk then thank you each a nijaribu siku in fine bye,33,0.53297585,0.46702415,1,1
Another Quiz ❓,210,0.3452178,0.6547822,0,1
Ok how many minutes should a man last in bed,329,0.39166206,0.60833794,0,1
Can mistuburtion inaeza niaffect in future,328,0.47208938,0.5279106,1,0
Is it okay for a girl to make the first move and ask a guy out?,97,0.28425047,0.7157495,0,1
Niko na implant jadelle.. not been seeing my ps for the past year.. it's now two weeks of bleeding though SI mingi...any advice..,223,0.5731414,0.4268586,1,1
How will I know am fertile,299,0.54922307,0.45077693,1,0
Most of the time Kuna discharge that's whitish and it's very uncomfortable what can be the cause,82,0.5968575,0.4031425,1,0
Does using the femiplan tablets lead to one not being fertile afterwards when you want to give birth,226,0.6016515,0.3983485,1,1
2024-02-02T12:55:01.420574Z,137,0.27307,0.72693,0,1
2024-03-02T08:49:01.469965Z,137,0.295956,0.704044,0,0
A you a woman,308,0.30501667,0.69498336,0,1
What does brown discharge mean,42,0.36969998,0.63030005,0,0
What do I do if my husband calls me desperate?,16,0.34847468,0.6515253,0,0
Nikona boyfriend na l have trusting issues naeza hanya nini,47,0.6795396,0.32046038,1,1
Is it ok for me not to want any intimacy when I'm in a relationship,131,0.37784067,0.62215936,0,1
2023-10-03T06:39:01.217190Z,137,0.2577025,0.74229753,0,1
Is it easy to forgive and forget a cheating girlfriend,185,0.41445902,0.585541,0,1
Huwa sifeel anything during sex.. hyo pleasure na sweetness.. I don't understand why... Naeza kuwa na shida gani,140,0.6485879,0.35141212,1,1
Kuna this guy tulikua tunadate last year tulidate for like 4 months I guess so I found out he was cheating Mimi nikamwacha December so alinibeg since last year mpaka this year hapo July we got back together so juzii nikamuuliza how does he see us in the future like am I in his future plans ama and he said maybe like he ain't sure so is that a red flag like I should leave him ama,219,0.53555167,0.46444833,1,0
"So, my Bestfriend found out she is pregnant. She just finished school and hasn't found a job yet. Her boyfriend also doesn't have a job. So she is considering an abortion but the thing is she had one, last year. Is it safe for her to go through with the abortion?",242,0.38768795,0.6123121,0,1
I think I have PCOS  but currently siezi afford doo yakuona gynaecologist how can you help me especially on the irregular periods,274,0.5210218,0.47897822,1,0
Do you love,55,0.3679872,0.63201284,0,1
what if I need a girlfriend,141,0.32310647,0.67689353,0,0
I have this problem naenda kujisaidia haja ndogo  then nikimaliza hivi nahisi tena kujisaidia then ikakam kama burn its so uncontrollable...what can be the problem?,296,0.5318271,0.4681729,1,0
2024-05-05T05:52:01.517358Z,137,0.259802,0.740198,0,0
Is it normal kupata blood clots during periods every mnth?,248,0.7627953,0.23720467,1,1
"Hello, nafeel Niko depressed😫",280,0.45618495,0.543815,0,0
How effective are condoms and mtu hujua aje if it was not effective,342,0.60695654,0.39304346,1,1
*EXPLORE*,88,0.30970818,0.6902918,0,0
"Can someone get pregnant after taking the emergency pill,i took it but today i have tested positive",226,0.542867,0.457133,1,0
How do you know if a man is into you?,277,0.26800692,0.7319931,0,1
Mimi huwa sina feelings za chali yoyote naeza fanya aje juu I feel so bad,1,0.6676282,0.33237177,1,0
This,330,0.23625752,0.76374245,0,1
Is it possible to move on from someone you really love,191,0.3474913,0.65250874,0,0
How to improve my social skills inorder to find real friends cause am certain the one's I have now that am in college don't give a shit about me,4,0.24627279,0.7537272,0,1
Am dating a lady with a kid how do i play a fathers roll bila ku tamper na emotions zake ama her past rellationship,185,0.3647005,0.6352995,0,0
Don't you speak English,329,0.35017815,0.6498219,0,1
I had unprotected sex three weeks ago na akamwaga ndani but sikuchukua p2 at the moment but nlitake in the morning 8am na sioni period zangu zikikam,341,0.67359126,0.32640874,1,0
Is it bad to use contraceptives pills?,226,0.6378486,0.36215138,1,0
When a guy texts you after months and tells you he misses you...is there any connection between both of you or does he have feelings for someone,108,0.3386917,0.6613083,0,0
1,99,0.3221512,0.6778488,0,1
How can I treat  yeast  infection,46,0.3347305,0.6652695,0,0
"when a woman  gives birth ,, how long does her eggs take to become   active again ?",299,0.36386904,0.6361309,0,1
I don't have a partner and at times i feel horny how can i control that,111,0.500459,0.49954098,1,0
How do I quit masterbation,143,0.49990344,0.50009656,1,1
Is it okay to be in a relationship just because of kids,263,0.36231023,0.63768977,0,0
"So, There's this guy napenda sana, tulienda date, had a nice time lakini nikapoteza phone, aliagree kunitafutia yenyewe na kuifuatilia coz nilikua nimeacha kwa Uber. I kinda got a little aggressive after nimeona wiki inaisha na sijapata phone na ni kama ilimtrigger. Bado aliendelea kunitafutia simu na eventually aliipata na akaniletea. After that akaacha kuniongelesha. I've tried texting, calling, hakuna yenye anareply na hajaniblock anywhere. Leo, amenicall na a new number and I was certain it's him until after the 4th call akasema ati ni misdial. I'm now confused, I love this guy so much and I really miss him lakini tena sitaki kumsumbua, nifanye?",69,0.56536096,0.43463904,1,0
Msee anawezaje kucount ile time partner wake ako periods,62,0.5725338,0.4274662,1,1
Unezanitumia 500,99,0.39479643,0.60520357,0,1
Anny group,157,0.32963106,0.6703689,0,0
Ukiwa na Implant na umekuwa ukipata normal periods then all over sudden umiss periods for 2 months  can you be pregnant or if not what is the problem,342,0.60894513,0.39105487,1,0
2023-11-09T19:45:01.228923Z,137,0.26826036,0.73173964,0,1
Is asking for free,270,0.30825827,0.6917417,0,0
How many days a month is a woman fertile,132,0.35473093,0.64526904,0,0
Hello my gal has not been talking to me juu sikuwa naenda kumwona the reason is i was too busy na job so she got mad but claims she loves me but doesn't wanna talk,258,0.51646465,0.48353535,1,0
3,232,0.25455728,0.74544275,0,0
I need to know about injection contraceptive,26,0.6420125,0.35798752,1,0
"I've had sex with my boyfriend like 2 days ago., I started feeling a hot sensation when urinating., We used protection though, a condom., , What could be the problem?",200,0.46514425,0.5348557,1,0
2023-12-30T16:39:01.556801Z,137,0.28158796,0.71841204,0,0
Something New,45,0.3201248,0.6798752,0,1
Ummm.... Is it okay to crave for your guy🤷‍♀️,115,0.45894018,0.54105985,1,0
Can u tell me more about birth control,74,0.66349614,0.33650386,1,1
Girls do they need big dick in or small,270,0.3120235,0.6879765,0,1
Mine is kinda talking than a question,232,0.2660333,0.7339667,0,0
Haina ajaa,171,0.53663325,0.46336675,1,0
Are p2 affects to the body,32,0.23623872,0.7637613,0,1
2024-05-04T06:47:02.198738Z,137,0.28057367,0.71942633,0,1
Kuna this girl anataka tuhave sex im not comfortable coz im a virgin though interested i need your advice,270,0.5504899,0.4495101,1,0
Ok,232,0.3611914,0.6388086,0,1
Yup!,203,0.2900519,0.70994806,0,1
Amenishow ATI there is nothing wrong but we will talk,232,0.34516394,0.65483606,0,1
3,232,0.25455728,0.74544275,0,0
What is the cause of pain and tears during sex,53,0.5791161,0.4208839,1,1
Nko na dem virgin anadai nimbreak ni do aje?,151,0.65558845,0.34441155,1,0
Like i have a boyfriend na nikikosa ku have sex na yeye ana jam what should i do,153,0.58900595,0.41099405,1,0
"Naweza ishi aje na bwana mlevi mviolent .....but huwa anaapologise na alisema hatawai nichapa tena ,nafeel ni kama simpendi anymore naweza fanya aje nimpende tena na how can i communicate this with him",255,0.59558725,0.40441275,1,0
raped,270,0.30524746,0.6947526,0,1
I want to stop masturbating... What do I do?,143,0.48311138,0.5168886,1,0
MTU anaeza jua aje chali yake ameboeka na yeye,151,0.7128002,0.2871998,1,1
by,224,0.23938018,0.7606198,0,0
Naeza uliza na ngoso,151,0.6010541,0.39894593,1,0
Learn about pregnancy,239,0.64910007,0.35089993,1,1
1,99,0.3221512,0.6778488,0,1
What turns on a woman quickly,120,0.2389629,0.7610371,0,0
What's the best position to fuck a girl,330,0.38730326,0.61269677,0,0
2023-11-18T04:42:01.357641Z,137,0.27463806,0.72536194,0,1
What to do when you feel like giving up,154,0.32243985,0.67756015,0,1
"Nina bebz wangu tuko in love, but gori ni kuwa she always react ka ananipenda kwa dhati hila hanijulihagi hali hadi me nimjulie wa kwanza nishauri nifanyeje",251,0.6748137,0.3251863,1,0
Is arbotion safe?,26,0.32533664,0.67466336,0,0
Ok,232,0.36119136,0.6388086,0,0
Can i and my partner know our chromosomes from the hospital before conceiving?,277,0.4020818,0.5979182,0,1
Can I be invited to speak on your  podcast?,232,0.3694269,0.6305731,0,1
It's about relationships,131,0.52351755,0.47648245,1,1
Vinye mtu anaeza anza kuambia dem anampenda,151,0.80613714,0.19386286,1,1
I need you to assist me with abortion Plus😭😭,86,0.5432334,0.4567666,1,0
2024-10-15T11:28:02.870977Z,137,0.2574774,0.7425226,0,1
Is it wrong for a guy to have sex with a girl when she is drunk,270,0.37227106,0.62772894,0,1
Boi anaeza tumia condom Moja mara kadhaa kwangu,110,0.7332206,0.26677942,1,0
3,232,0.25455728,0.74544275,0,0
Kwa nini after a man amemwaga ndani as woman Huwa unatoa a smelly fluid,42,0.6053911,0.3946089,1,1
At what age should people start having sex?,97,0.85023165,0.14976835,1,1
What is the work of p2,117,0.14224644,0.8577536,0,1
So what is the difference between a feminine energy and a feminist,74,0.31452757,0.6854724,0,0
I don't have feelings,1,0.47072637,0.5292736,1,1
2,232,0.25382403,0.746176,0,1
How long should a sober man have sex with a sober lady?,341,0.48675084,0.51324916,1,0
How do i take care of my feminine parts whether during menstruation or normally,17,0.47625154,0.52374846,1,0
2023-12-18T15:47:01.273120Z,329,0.25027552,0.7497245,0,1
2023-12-29T15:35:01.705597Z,137,0.26626614,0.7337339,0,1
Is it possible for one to be on periods and still pregnant?,198,0.36975628,0.6302437,0,0
Have been having back pains for few days,256,0.48046324,0.51953673,1,1
Sometimes after sex i feel some discomfort for a  day or two alafu inaenda what could be the problem,147,0.62479043,0.37520957,1,0
Nimeuliza swali can I get it answered please,337,0.53535426,0.46464574,1,0
I slept with my wife and ako na hiv what can I do,254,0.56611586,0.43388414,1,1
"I almost broke my virginity today but it couldn’t fit, I wasn’t wet, What could’ve been the problem",45,0.5601327,0.43986732,1,1
Having periods for the first time with no parents around,17,0.5585213,0.44147873,1,1
2024-03-01T10:08:01.544021Z,137,0.27805838,0.7219416,0,1
"Okay am dating then nipate ball boi aniambie nitoe,nitoe ikiwa n 1month is it possible siwezi pata mtoto tena",141,0.60789555,0.39210445,1,1
Okey I have a friend how's like 4months pregnant and her boyfriend dumped her complete like he don't want anything to do with her and she's asking for advice what should I advice her on this,225,0.38403052,0.6159695,0,0
by,224,0.23938024,0.76061976,0,1
Like ni vizuri kama unadate your boyfriend to have a bestie who is girl,257,0.56939995,0.43060005,1,0
How should one react or what should one do when having sex for the first time,213,0.6215887,0.3784113,1,1
Mm nafeel kuwashwa washwa juu ya breast na chini kabisa then hiyo kuwashwa inafikia mgogo what might be the problem,215,0.5375735,0.46242648,1,0
2023-12-31T19:13:01.343409Z,137,0.26042885,0.73957115,0,0
how to say no to someone you have sex with,186,0.45613325,0.54386675,0,0
What should one do to plough back love that is   fading away,184,0.48359987,0.5164001,1,1
I have sex with my partner and it's seems wants more of it..,186,0.53854305,0.46145695,1,0
"Everytime I wanna have sex with my girl, nakuwanga na anxiety na inafanya nakuwa na premature ejaculation for the first shot, but ya pili hukuwa tu sawa. What can I do so that I last during my first shot",282,0.55040795,0.44959205,1,1
Tkikosana na msee nafaa kudeal ajy na iyo stress?,154,0.6565452,0.34345478,1,0
Elon musk,210,0.21222624,0.7877737,0,0
2023-12-30T14:12:01.903576Z,137,0.26044136,0.73955864,0,1
Which is the safest family planning method for me,124,0.71757364,0.28242636,1,0
"I have cramps,really bad cramps,but my periods haven't showed up yet for like a week,what might be the problem?",256,0.6089793,0.39102072,1,1
how do some treat warts around the vagina?,169,0.5061606,0.49383938,1,0
So my boyfriend and I wanted to break up lkn tunapendana tukareconçile how will we bring the fire back,184,0.6239612,0.3760388,1,1
Harm,143,0.36741897,0.632581,0,0
2023-11-18T06:08:01.836909Z,137,0.27952257,0.72047746,0,1
"My girl has been ghosting me for two weeks and she doesn't want to tell me what is wrong, I feel like she doesn't have feelings for me coz she's ever moody at me, should I just leave her??",216,0.31981465,0.6801853,0,0
If you're getting yellowish discharge or green from your vagina does that mean I have a bacteria or something like fungal infection??,42,0.53964263,0.46035737,1,0
Mtu ako abt ku fuck anafaa kuduu aje ndio a perfom vile inafaa,151,0.6627185,0.33728153,1,0
2024-04-02T15:14:01.258359Z,137,0.2741562,0.7258438,0,1
Is it normal to feel pain during sex,76,0.7753868,0.22461319,1,0
Ok so what do I do if am a girl and I have a girl,263,0.37842056,0.6215794,0,1
How to overcome heartbreak,135,0.41712606,0.58287394,0,0
"I had unprotected sex yesterday around noon and I want to take a levonorgestrel based pill right now,should I take one then another one after 12 hours or both pills at once?",176,0.56947786,0.43052214,1,1
"Wąɲɲą ąȿƙ ąþǿµƮ řƹŁąƮɨǿɲȿɦɨρ ,ɨ ɦą˅ƹ ą þǿ¥ƒřɨƹɲȡ ɲɨʍƹƙąą ɲą¥ƹ ƒǿř Łǿɲǥ ƙąʍą ɦąƮµǰąȿƹж ąŁɨƙµą ąɲąɲɨρƹɲȡą ȿąɲą þµƮ ǿɲȼƹ Ʈµʍƹȿƹж ɦƹ ɨȿ ɲǿώąȡą¥ȿ ɲɨ ƙąʍą ɦąɲɨŁąƙɨ Ʈƹɲąɦ ȿǿ ąʍ ώǿɲȡƹřɨɲǥ Łɨƙƹ ƙώąɲɨ ɦąǰą ¥ąƙƹ ɨŁɨƙµą ȿƹж🥹",151,0.5763536,0.4236464,1,0
2024-01-14T11:28:01.429050Z,137,0.2592891,0.7407109,0,0
"I love my boyfriend but sai he can't provide akó Tu,,but anataka nimsatisfy tu 🥹",257,0.6727352,0.3272648,1,1
What if you don't go for test hw long will it take for the signs to start showing that you have HIV,41,0.47668213,0.5233179,1,1
2023-11-23T10:30:02.729227Z,137,0.26072624,0.7392738,0,0
Why do make have feeling for the guy I love,55,0.490163,0.50983703,1,0
I was asking Kuna hii pill ya kuzuia ball mtu anameza na for one month one is safe is it really safe for a person hajapata mtoto,228,0.55392605,0.44607395,1,1
issue,47,0.3717449,0.6282551,0,0
Chali yangu akona this friend like hua hamhelp na anything but hua unapata anakam kumwita na kitu hua anamwitia nikuenda club nimekaribu kumkataza about his relationship with him but haskii unapata tumeeongea iyo story like leo but kesho kutwa anarudia the same thing...nifanye ajy I need your advice,257,0.64860857,0.35139143,1,0
How to get out of a relationship that you are not valied,300,0.3769084,0.6230916,0,0
4,232,0.23053952,0.7694605,0,0
2024-04-28T17:42:02.537779Z,137,0.273439,0.726561,0,0
How can you request for sex kwa bestie ama friend of the other gender,285,0.49974844,0.50025153,1,0
Are you sure it is confidential,75,0.25862896,0.74137104,0,0
So waziii nimekuwa intimate na my husband for almost two years now no contraceptive method no protection,49,0.65261155,0.34738845,1,1
Let's talk about lesbians sex,336,0.42704418,0.57295585,0,0
Unaeza pata ball ukihave unprotected sex Kama tuseme he's a pro and u don't have to a use condom ama contraceptives zozote,110,0.7069935,0.29300648,1,1
Like for me am cheating coz niko na madame sita wote wameenda far kuishi nauko nmebaki na mmoja around na pia hakai sana .aid me to know if ni poa nikiwashow up siwadai,185,0.5961151,0.4038849,1,1
How will I know if She is cheating on me,290,0.33355558,0.6664444,0,0
So my boyfriend was tested with UTI and looked for me too to get tested and also tested positive,134,0.43011838,0.5698816,0,0
The secret to a long lasting relationship💏?,69,0.39761555,0.60238445,0,1
Is normal for a man to feel pain around the epididymis,76,0.49643072,0.50356925,1,1
My question is about family planning can it lead to body loss like make someone become thinner,226,0.54612976,0.45387024,1,0
Mtu anezaje jua safe days zake,151,0.6972085,0.30279148,1,1
1,99,0.3221512,0.6778488,0,1
Ni nniv hufanya condom kupasuka during sex,217,0.75920266,0.24079734,1,1
Should I walk out of a relationship if am not comfortable in it,131,0.37571573,0.62428427,0,0
So last month i missed my periods for like four days thrn later nikahave my periods...I have sex n he cums inside but i brushed the thought of being pregnant because i received my periods...One week later i have some spotting n my tummy si ya kawaida naeza kuwa pregnant?,292,0.62279814,0.37720186,1,1
niko na dem nampenda sana nitafanya aje nijue  ananipenda pia,237,0.6962096,0.3037904,1,1
2024-10-18T18:42:02.066127Z,137,0.27817234,0.7218276,0,0
2023-11-28T12:36:01.306367Z,137,0.2593721,0.7406279,0,0
2023-12-01T18:14:01.112553Z,137,0.26767558,0.7323244,0,0
What are the first most common signs of pregnancy,299,0.56194216,0.43805784,1,0
2024-05-10T13:12:01.636782Z,329,0.25181773,0.7481823,0,0
As a girl how do you know a guy loves you,218,0.32051826,0.67948174,0,1
"When a guy pulls out and ejects on the sheets and returns the dick inside your pussy without wiping can one, Still get pregnant?",57,0.5576525,0.44234753,1,1
Naeza wacha aje sigara,171,0.66398364,0.33601636,1,0
What causes vaginal infection,169,0.50593334,0.49406666,1,1
So I have met this guy it has been like two weeks sai so like in the process of knowing each other aliniuliza if I like having sex and I said yes buh not regularly may twice a week he said okay buh their is something he told me that I felt bad for him he said 'babe to honest I have not had sex in my life what if I don't deserve you like he started judging himself so I was asking what should I do coz Ako troumatised??,186,0.47364593,0.5263541,1,1
At what point should I know am forcing things,193,0.33617204,0.66382796,0,0
I feel itchy kwa genital organs.. what can that be?,42,0.5651216,0.4348784,1,1
2023-10-28T17:36:01.499456Z,137,0.27340594,0.7265941,0,0
I don't have another question,232,0.28346878,0.7165312,0,0
"I'm  aged 23years na Niko campus second year of late life has not been easy for me so kuna place nilikua na hustle in a hotel ndio nipate at least dooh so kuna this day a certain customer alinituma nimnunulie sigara so vile nilileta akadai Kuni appreciate with a soda drink Nika mshow hizo pesa aweke kwa simu I will us as transport kuenda home so kuna time hiyo Job ilifungwa juu mwenyewe Ali decide kuuza juu hakukua na profits so vile huyo msee Ali call nikamwambia situation vile iko aka Anza kunitumia dooh Kila siku break fast, lunch na sapa and he is very committed but I'm afraid juu ni mzee kuniliko and I'm not ready to indulge in any sexual activity with him but he always says that he will wait hata give up and he will continue offering everything I want so nifanye aje 🥹 cause I'm not ready to let go cause he really helps me",259,0.6117592,0.3882408,1,1
Am using this but I have periods will it help,198,0.49434918,0.5056508,1,0
2023-12-02T08:06:01.226597Z,137,0.268804,0.731196,0,0
Nimekaa two months Bila kuenda mp. Sijui shida ni nini. Alafu naumwa na tumbo Sanaa. After eating tumbo linafura. Kama sijala anything tumbo linauma but halifuri . I need help please.,293,0.62225103,0.37774897,1,0
How do I know my safe days,132,0.32201064,0.67798936,0,1
What should i do napata periods zangu for 3weeks ama 2 weeks,17,0.6198584,0.38014162,1,1
2023-12-02T19:14:01.291569Z,137,0.2687118,0.7312882,0,0
"During sex,who is supposed to initiate it",97,0.42614424,0.57385576,0,0
Is sex a basic thing In a relationship?what's the basic in relationships,186,0.4003966,0.5996034,0,0
Have been dating for one month na sifeel like kuhave sex shida inaeza kuwa gani,186,0.6781732,0.32182682,1,0
Is there a disadvantage of too much erection for a long time during fire play with a girlfriend,78,0.32689896,0.67310107,0,0
Im 24 years and i want to have a family planning with my girlfriend in a way that it will not affect her in any case,73,0.5139676,0.48603243,1,1
Uuhm I am in an year old relationship...bit recently a month ago my man came to know I cheated during the first two months after mi kukubali kua his girlfriend. Alijua kuna siku ameniuliza no nni sijai mwambia after we had an argument so after that everything became bad. Tumekua Tu tukiargue...he thinks am hiding other things from him and I am not. So yesterday he told me to give him a past of the people wamenikatia nikiwa shule and I gave him the list ju alisema his heart wants to know and then akakuja kujua the is a guy amejaribu kunikatia juzi an sijawai mwambia. In addition to that bado naongea an yye but its because he holds a position that I usually report to.... Sa amesema at he sees I need space to this if I am willing to be honest if I want to be in the relationship and what else have I not told him,185,0.56677747,0.43322253,1,1
How to  reduce cramping?,256,0.5537459,0.44625407,1,0
2023-11-18T10:12:02.084333Z,137,0.27825052,0.7217495,0,0
Nmeboeka,224,0.4553835,0.54461646,0,0
Ok let's say I am addicted to masturbation then  nimeacha. Nikihave sex namwaga haraka because of effects za masturbation. Is there any way I can improve in sex performance ama hiyo effects ni permanent??,143,0.6373586,0.3626414,1,1
2023-12-17T12:09:01.242561Z,137,0.27814412,0.7218559,0,0
"I do not have any friends, why?",28,0.2407556,0.7592444,0,0
2023-11-01T13:12:01.347021Z,137,0.26421398,0.735786,0,0
Iko hivi am 21 years niko colle sina dem na feel lonely most of the time nakuanga na sexual urges mob sana mbaka inabidi nime masturbate ndio nimalize hizo urges nimejaribu kuacha but ni ngumu sijui mnaweza ni help aje coz toka nianze ku masturbate huwa nashikwa na feeling ya guilt 😢 i feel left out  mabeshte wangu wote wakona madem but mimi sijawai bahatikia,143,0.6695771,0.33042288,1,1
What do I do coz na feel nime fika mwisho.Nime perform vibaya KCSE na sijui the way forward,1,0.6317716,0.36822838,1,0
nataka kujua venye msee anafaa kuosha private parts ndo zisikuwe na harufu yoyote,182,0.7210713,0.2789287,1,1
2024-02-06T13:51:01.385650Z,137,0.25860292,0.7413971,0,0
tips to get pregnant please,73,0.6264455,0.37355453,1,0
How can I be good in a relationship,131,0.4636718,0.5363282,1,0
2024-05-05T06:38:02.260174Z,137,0.2802088,0.7197912,0,0
Ok,232,0.36119136,0.6388086,0,1
So I've dated this guy for a few months now and the first time we met when doing the dishes I found a lipstick print on the cup then on the drawer I found that lipstick but he explained and that was it..we met again recently and I found a night dress in his clothes but when I ask him he calls me dramatic so should I have ignored or did I do the right thing asking?plus is that a red flag?,277,0.31370866,0.68629134,0,1
1🥷🏻,210,0.48870388,0.51129615,1,0
What does it mean when someone sees you and then adjusts their clothes?😉,65,0.3383067,0.66169333,0,0
2023-11-27T15:59:01.653057Z,137,0.26079658,0.73920345,0,0
I feel something hard inside my breasts like a huge rock  and the one on my right has been itchy for the past two days is this normal or should I be concerned,248,0.4875532,0.51244676,1,0
I want to have sex,270,0.4992084,0.5007916,1,0
Ok,232,0.36119136,0.6388086,0,1
Where can I get a HPV vaccine for free ?,160,0.5010282,0.49897182,1,0
Mbona mimba yangu hutoka ikifika miezi mbili,48,0.7037805,0.29621953,1,1
Ni poa kuhave sex ukiwa na periods na what will happen ukihave sex ukinyesha,329,0.6808496,0.3191504,1,1
Nataka dem Acha maswali mingi,237,0.5584676,0.44153237,1,1
how can i treat vaginal candidiasis,169,0.42243615,0.5775639,0,0
2023-12-01T13:42:01.936423Z,137,0.26479635,0.7352036,0,0
2023-11-18T09:00:01.736219Z,137,0.27123713,0.72876287,0,0
Nilikua nadai kujua kama kuna Wasee (mayouth) wenye wanajua kushona,171,0.7022656,0.29773438,1,0
I thinking about family planning but im confused because it might affect,226,0.6316517,0.3683483,1,1
Sijareceive na nilitumia p2 na nimepima inaleta two lines n mimba ninayo ama,237,0.5376591,0.4623409,1,0
Why do most people using implant hawaoni menstruation yao ju I feel like isn't normal,128,0.601557,0.39844298,1,1
I wanted to consult abount the breast cancer awareness,86,0.33387828,0.6661217,0,1
Ni poa kutumia withdrawal method Ku prevent pregnancy,46,0.704747,0.29525298,1,0
I need a girl,70,0.27347744,0.72652256,0,0
My exboyfriend is also in love with me which leaves  me in a headthrob state,191,0.36152354,0.6384765,0,0
Do you guys connect lovers,70,0.3680872,0.6319128,0,1
Ohk  kuna kitu hapa like nakojoa frequently then siwezi control income na speed hio ni ugonjwa ama,273,0.5900357,0.40996432,1,0
after miscarriage which contraceptive is best to use  after how long should i get another pregnancy,124,0.5106362,0.4893638,1,1
2024-03-03T16:08:01.363469Z,137,0.28093094,0.71906906,0,0
Xplorer,157,0.26555434,0.7344457,0,1
My boyfriend haven't talked to me since last week Saturday after I refused to sleep with him and cook for him what should I do he told me he will call me and he havent,16,0.32049754,0.6795025,0,1
Aja niendelese tn my periods n km hacko normal juu blood kenye sinakam n nzitonzito n intake almost a week I dnt have any questions again,62,0.64617395,0.35382605,1,1
Okay I have this friend she always want to make me feel jealous always I mean it's like tunacompete I want to feel like myself always she goes to places ndo niskie vibaya  or she does something ndo nione now nikama amepata job mbele yangu what should I do I don't want to feel this way,28,0.46904585,0.5309541,1,0
Red flags za relationship ni Gani?,47,0.7311538,0.2688462,1,0
raped,270,0.30524746,0.6947526,0,1
I'm 26 I'm unable to have sex like mi naskia uchungu sana during penetration I feel like I'm weird what do I do,153,0.5476628,0.4523372,1,1
How do I talk to my partner about not wanting to have sex after we already had it but now it’s because of the guilt I feel inside,186,0.4354887,0.5645113,0,1
Unaeza Fanya nini ndio hukeep crush wako,146,0.64828277,0.35171723,1,0
Was asking if you sleep with a guy akiwa on top of you yy akiwa n boxer n Mimi n pantie then amwage juu y pantie yangu can I become pregnant,241,0.56678426,0.43321574,1,1
Why does my discharge smell like periods,256,0.48582742,0.51417255,1,1
"Mmmh okay Am 23 years, currently I ain't dating I feel lonely,I feel like I wanna explore on love.....but now there are times I feel so lonely no one to talk too, negative thoughts all over at an extend I will worthless. ..so it this feeling mutual",141,0.4069705,0.5930295,0,1
Naeza be part of the team,103,0.5437527,0.45624733,1,1
Nitakua  pregnant ama,239,0.6612699,0.3387301,1,0
Effects za p2,114,0.42870116,0.57129884,0,0
I need money,232,0.15111426,0.8488858,0,0
1,99,0.32215127,0.6778487,0,1
how do i get over wanting to become famouse?,231,0.16953589,0.8304641,0,0
Cool basi,232,0.36979616,0.63020384,0,0
2,232,0.25382403,0.746176,0,0
2023-11-10T04:10:01.302272Z,137,0.25383952,0.7461605,0,0
Why is it painful anytime I engage in sex,53,0.6764397,0.3235603,1,1
At what age is best for marriage,97,0.62574023,0.37425977,1,0
How do I do when I am weak in bed,149,0.3795389,0.6204611,0,0
How do I deal with pregnancy  termination,179,0.5493652,0.45063478,1,1
Najingiza kwanini,157,0.5351885,0.4648115,1,0
Ama wacha tu,171,0.68394804,0.31605196,1,1
How does p2work,57,0.16987352,0.83012646,0,0
Am a 19yrs old girl who's never had a boyfriend and am afraid of getting one I have also never let anyone touch me passionately I'd like to get one but am scared of getting cheated in having my heart broken,260,0.32872304,0.6712769,0,1
When will i know my safe days,97,0.29964998,0.70035005,0,0
