text,prediction
Can I join the WAZZII podcast,0
Is it okay to have sex immediately after Mt periods,0
"okay,,,, I've been dating with a guy since high school and alikuanga ananicheza and my trust iliianza kufade off since aanze kunicheza and I made up my choice nkamwambia I need to move on na life yangu but he keeps on begging and crying that I am his only option kwa madem wote and am not ready to go back to the past relationship coz if I don't trust him love haitakuwa so sai sjui if to forgive or move on coz nshamake up my mind I want to move on na yeye hatàki hivyo anataka nidate na yeye hadi anatuma marafiki wake waniongeleshe wanionyeshe vile ananipenda but mimi staki kuturn back",0
Naeza ongea na a real person,1
2024-01-04T21:58:01.329357Z,0
2023-12-01T15:46:02.000282Z,1
We talked earlier about me being in love with my bestie and what l should do .....so l said that there are some signs but not enough to determine if the bestie feels the same way so what should I do..?,1
issie testing,0
For ladies with abnormal periods are they fertile,0
I'm an artist who's so committed but damn inabackfire side yngu,0
How can u avoid someone without hurting them,0
Naeza fanya ajy kuacha kunyonga,0
What to know if your partner cheats,0
How long does it take for 4th degree perineal stitches to dry up,0
Is it possible ku have ball hadi kama your partner haja cum,0
Nilikua na bol 8 weeks na nilikua naishi na boyfriend wangu but boyfriend amenambia nitoke kwake so sikua na option nikahave kudecide kutoa bol so nimeenda hosy nikapewa misoprotol nikameza Moja after 12 hrs Nikameza mbili na nikainsert mbili but sioni bleeding na baridi nliskia tu kidogo ikaisha,1
Mmmh have not seen my period for last month and it was supposed to come on 28 Dec what maybe the cause plz,1
So ni poa kumustarbate,0
Pesa ... ntatoa pesa wapi?,0
Unajuaje unamanipulatiwa emotionally,0
"I want to learn about abortion.., The side effects both negative and positive",0
"1:Can i get pregnant during my periodss?, 2:Is it normal to feel pain when in the act of sex?, 3:When someone has condom can you get pregnant?",1
What's the best way to shave pubic hair and will cause no irritation,0
Should I be worried if I have my period twice in one month?,1
2024-03-02T09:13:01.371850Z,0
"Greetings, I'm in need of a general check up for STIs and general vaginally health , Which clinic would you advise I visit in Nairobi",0
"I have a baby daddy.  Met in a campus, we graduated already but before we graduated alikua ashanipa ball. Kutoka nipate ball yake alichange kabisaa. Hata kuongea na mimi hataki. Mtoto ako one year sai na hajawahi muona. Na sijasikia any plan. Should I forget about him and move on,,, or should I fight for his presence? Nilimpenda sana.",1
What do I do to overcome fear?,0
Kwa relationship unapata madem anakataa boy ju ya ganji,1
Naeza enjoy ajee sex ndio nicum on process nafind it difficult kurelease nikidinywa,1
If my partner doesn't want to have sex what should I do,0
Can I send a screenshot of my conversation with someone,0
"How do you deal with painful situation they keep on coming back , however how much I try to forget",0
Is it right to have sex with someone you love but does not love you back,0
So their is a certain guy I have been talking to and even shared nudes but he is not ready to commit in a relationship and all he wants is just sex,0
Ok,1
I would like to undestand more about endometriasis and PCOS. What are they and what are the symptoms to look out for?  Are they treatable? And when should I go to a doctor?,0
Safe days hukua time gani,1
2023-09-19T19:53:01.187583Z,0
More information on safe days,1
Ahh ni vibaya dem kunuka kuma adi kama ameonga,0
2024-04-10T12:51:01.523676Z,0
Is masturbating regularly okay ?,0
What to do when your periods are late,1
Sijapata periods zangu since April 🤦‍♀️ kwa nn,1
How can my hip and buttocks grow,0
What do men love about women,0
by,1
"What should I do ?, I have feelings towards my ex, I tried detaching before moving on but I just couldn't get rid of the emotions, I don't really feel anything towards my current and my ex is back all ready and in love as he claims to be, Should I let my current go  and go back with my ex or just ghost my ex and maintain my current partner?",1
Does a reduction in periods( menstrual) signify a reduction in fertility?,0
Why can't you advise me?,0
Can i change?,0
2023-10-14T11:15:28.725347Z,0
2023-10-05T21:22:01.156710Z,0
"Can you be always here for me ,no matter what",0
I am cronicly masturbating,0
Nkona this addiction ya kunyonga na nikienda ku approach mtu huwa anikata na sjui mbna ama hadi anakata kuongea na mimi sjui mbna,0
Another Quiz ❓,0
1 Kama unakuwa na sores around the genital areas na zina heal zenyewe inaeza kuwa STI ama nini  2 kama kuna some discharge na iko na odour is it normal or another sign,1
I want to get to know sex,1
"I have like a question., I like a girl and I have told her that I would like us to be in a relationship. She has stalled for an year she hasn't said yes or no but she checks on me giving me I want to vibes but not saying it., How can you help me?",0
How can someone easily tell he gal friend that Ako positive,0
raped,1
"Accept, i had my period and days after i had sex immediately after i started bleeding and it prolonged for a week with very huge clots. The flow was completely different from my normal period i've had sex like twice after and i spot",1
Can I work for Wazzii,1
What cause the farting kwa pussy when having sex,0
Aaaaaaah tenaa🙄,0
How can I stop masturbation,1
Kitambo,1
Gestinor side effects,0
Why is my vagina dry even after getting aroused,1
"Niko addicted to mustarbation, najaribu kuacha but najipata tu ninerudia hii situation, naeza do nini hii addiction initoke 😭",1
ok my boyfriend asked me to go meet him bt am busy i cant go do you think i should go,0
Overcoming body shaming,1
Is it right to have sex when on your menses,1
by,1
Symptoms za uti,1
Mbona sjafungua lapi bado na nataka.. nijuu skadelete status? Sindio?,0
Sex n tamu,0
How can I know my safe days,1
I havent had kids yet and im not ready can i use the mirena coil is it safe,0
Is it true that one can fail to enjoy vaginal sex...?and what could be the reason behind it? What's the solution,0
What if I always have an itch yenye ni soo severe like every time natoka ngozi on the sides of my genital area na io ngozi ikitoka ni dry what does that mean?,0
Family planning process,1
As a lady how can you manage to live with your narcissist husband,0
Should I be told I love you before being someone's gf?,0
2,1
Can I get pregnant after having sex with a condom,1
A normal male akiwa sex shot ya Kwanza huja baada ya masaa mangapi awe na condom ama hana,0
Naweza pata bwana,1
Bona mm hufanya sex name sijawai pata ball,0
I have missed my periods na siko pregnant,1
Who should be more submissive during sex,0
2023-12-12T20:32:01.427899Z,0
2023-11-22T10:35:01.362051Z,0
Crushie akinilenga inamean nini,1
Mm ni lesbian,1
If you have unprotected sex immediately after your menstruation period! Are you still capable to get pregnant?,1
Safe days ni ngapi,0
3,1
Unafaa kupea dame yako pesa,0
Nilitest pregnancy ikakua positive twice but yet nikona periods zangu. Is it possible???,1
Just curious why you people are using so much of sheng instead of English or Swahili,0
2024-03-01T17:31:01.436541Z,0
"So there's this girl I  really like,,,she told she's also a secret admirer to someone and I also told her that I am a secret admirer to someone but hajui ni yeye,,,we usually talk on phone but we've never met. Should I tell her I love her ama niache tu? Cause I feel her but I don't if she feels me",1
2023-12-19T04:34:01.725702Z,0
So I am a virgin and when I try to have sex I don't feel it like I feel pain what are the do' s and don't 's when having sex for the first time???,1
Is it true that after abortion periods zinaeza delay,1
Morning pills ni gani na kama huwa na effect kama p2,1
3,1
Ni vibaya kuwa na mbabaz,0
Is it possible for a girl to be in a relationship without communication for one month and still be in love with that person?,0
Is there an effect when I get horny and fail to have sex,0
What are some of the relationship tips?,0
How do i start celibacy,0
Are use of condoms likely to back fire ??,1
So mtu Aki break up n girlfriend yke anadoo,1
If a man is not able to satisfy his girlfriend sexually.. what advice and activities do you recommend uyo mwanaume afanye ndo akuwe fiti kwa bed,0
So Niko na chali na anadai tu fuck bila condom....,0
Is it possible ku have sex while uko kwa menturation?,0
Is it advisable to get hpv vaccine am 21yrs,0
How can I work for wazzii,1
How can someone make friends and be a good friend,0
Muko side gn,1
Questions kama gani,0
Am addicted kwa masturbating help na pia inaeza ni affect aje sexually juu naona kama dick yangu ni 6 inch,0
,1
Is it okay to be a gal and not interested in sex or oral sex coz u feel u have confused feelings abt urself like u love both gals and boys,0
How can i know am virgin,1
My period huwa hainaga specific date shida unaweza kuwa ni gani,1
How do u break virginity of a girl,0
Ah tuseme uko na interest ya kuhave sex na boy na pia yeye anataka but hamdate is it wrong,0
N nini kinaenza fanya mtu akoje kila time,0
2024-05-14T17:23:01.324758Z,0
I am having a certain descharge is it because am about to start my periods?,0
What are the effects of each family planning methods,1
ni normal dem kuproduce alot of cum while having sex,0
"So I have this guy I'm dating, When we started dating alikua Kenya but then went abroad , He'll be back and he promised to take my virginity , But Sasa I'm starting to question if I want him to take it coz anasema he wants to record it",1
how can I have a safe sex like nilazima nimezee p2 ama nitumie condoms,0
What is the best contraceptive for a teenager,1
"Nimekuwa na a problem for sometime, Anxiety na panic attacks na its so worse ina affect my daily life",0
i need more questions,0
2023-12-29T15:45:01.105805Z,0
When should someone do a raw sex na asipate ball,1
Mdem anaweza get pregnant akihave raw sex two days to ovulation day,1
Ok,0
4,0
Haven't gotten any response yet,1
What is the use of sperms in a female body,1
2023-12-12T11:39:01.417331Z,0
Ooh ok ☺️,0
Is it bad to be a virgin at 20 years,0
Sometimes I fall in love with both genders I want to get lid of the spirit Kuna hii siku nilishika my neighbor penis Yani sexual harrassment nimemkufia Sana lakini yy Ni straight. Nisaidie,0
Nitumie dawa gani kuzuia virginal infection,0
Will you be visiting KCA university,0
Do you deal with depression,0
So what can you explain for me in fertility day 3 after periods,0
Kuna madem huku,0
Benefits of having sex,1
Ukinyonga unaeza wet dream,1
by,0
"I'm 19 years old bt i feel like I'm the odd one out because whenever I try to fit in in this cool group from my class they just make fun of me coz I'm a virgin and I pass most of my test they call me a freaking nerd what should I do to prove them wrong,,,😞",0
How can you know a girl  in under the family planning injection?,1
"I am asking what mainly weakens the skin of the penis ,,",1
"My girlfriend of two years, has refused to have sex. I'm really trying to keep it together but I might end up cheating on her. What do I do?",1
How can i know my man is cheating,0
2023-12-09T21:34:01.291028Z,0
Sina question sai,1
2023-11-29T09:40:01.492945Z,1
𝚀𝚞𝚒𝚣,0
Ok,1
I'm not in a healthy relationship and I don't know how to tell the guy what do I do,1
What are effects of mustabation,0
Safe sex Ni gani,1
If you start a relationship with a guy....and then you activate a sexual relationship.....but then anakam baadae after two months kusema anataka mkue friends ...and when you ask where you stand....anasema nyinyi ni special friends but haijagraduate kuwa girlfriend ...what does that mean....ama what am I supposed to do or react to that?,1
How can one do an online free cause,1
How did a girl get a pre,1
2023-12-02T17:26:01.364722Z,0
by,0
How to make your ex girlfriend regret leaving you,1
2024-01-29T08:19:01.751945Z,0
Is it normal to not be interested in sex and get jumpy and grossed up when someone gets physical with me?,0
2024-05-18T18:47:01.944014Z,0
My boyfriend has a problem which he doesn't want to address it ....how do u suggest on how I can broach him to talk about it,1
Nataka kujua venye nitamtomba dem kupitia porno,0
How do you have to use safe days and your periods are irregular,0
Mbona sidevelop yet im an adolecent,1
Can you get an STI if you have sex with an infected person while using pull out method of having sex?,1
2023-11-24T15:33:01.154983Z,0
"so,i recently told my boyfriend how i he was not giving me attention and how it hurts me lakini he literally ghosted me,,,it has been 2 weeks already,,,i don't know what to do😭",1
I have a girlfriend mwenye hanielewi anafikiria kila masaa namdqnganya so na yeye kila saa nikimuuliza staff ananidqnganya alafu kashida kakitokea huwa ananiblame kila kitu 😭.What should I do hadi love kwake imeanza kuisha,0
2024-04-21T08:00:01.833157Z,1
Single life,0
P2 inaeza fail ku work???,0
"I deleted  a guy's no because   I felt he played me out , Like he was talking  to me, and he was  also  making advances to a friend of mine, and I deleted  his number  , And now.i feel like adding his number back , Should  I save his number 🤔  again",0
Ineed girlfriend,1
How do you know you have feelings for someone,1
I want to know more about sex,1
My girlfriend needs to do an  abortion and am really confused,0
I've reached a point where there so much men in my life.. though I say yes to all of them but I feel as if I love them all what should I do,1
Nikona discharge ya brownish na nafeel itchy at times iyo ni sign ya what infection,0
2023-10-25T13:09:01.126740Z,1
4,0
How long should I use P2...like I had sex on Sunday and I used it..and today too I had sex ..so am wondering if I should use it or it will affect me..?,0
Explain to me about mestruation,1
Is HPV vaccine available for women aged 20 years,0
Unaeza miss period na ikue hauko pregnant ju previous month ilikuja twice??,1
"How can I satisfy my girl, she is a sex addict I normally don't meet her expectations",1
2023-11-10T04:49:01.213700Z,1
Effects za condom kubaki ndani ya virgina wakati wa sex,1
This is thequestion,0
How can I make money online,0
"Ukiwa na pimple kwa pussy then ikona discharge yellowish na greenish ivi,,alafu sio painful problem n gani",0
2023-09-18T18:56:01.263957Z,0
Ni safe kw dem kutoa ball?,0
Naenda kuhave sex for the first time and am scared,1
What is sex,0
What are some tips or guides when using a condom to ensure it doesn't break or leak,1
2023-12-01T06:46:02.015309Z,0
Is it healthy to do sex daily??as a couple,0
2023-12-02T10:32:01.304558Z,0
Can you respond in English,1
2023-12-05T07:00:01.065709Z,0
Is it a must i bleed first time kuhave sex,1
Is it bad for a lady to confess love to a man?,0
"Why are the IUD'S priced differently in different hospitals?, Are they not the same?, If they are not the same, how many types are there?",0
Yup!,1
☑️,1
"I am 22, am I too young to get married?",0
How can I improve on communication skills especially when I'm  in a relationship,0
"Naweza fanya aje kuteka dem nime crushia , Ama simple way ya ku approach dem na uko shy",1
How to know safe days,1
Is it okay to date at 13,0
Can i have sex while am 18,0
Am I talking with who,0
Yup!,1
Nifanyeje kama dem wangu anani treat vibaya everytime tukiwa na argument na ni mimi pekeyangu na apologize,1
It's about my feelings on a guy,1
ukiwa mechi na unanyesha what can happened,1
Jadelle inakuanga na effects kama gani,0
Yup!,1
P2s humezwa before ama.after sex,1
Huku ninaeza pata connection za sponsership..?,0
2023-10-01T06:43:01.107920Z,0
Have been dating this guy for a month then he starts ghosting me and ignoring me and when I askes him why he is going blank on me he says he has a mess that is giving him stress do you think he is being truthful,1
Is it bad for a girl to date a boy who is below her age,1
Is it's advisable taking emergency pills,1
What can u do if u feel like having sex,0
Boy wangu anadai tuhave sex na mih siko ready coz naona ni kaaaa ananicheza na naogopa ball.....saaa ntadoo,1
Can I get pregnant when ovulating?,1
Kuna swali niliuliza jana na bado sijapata majibu...Will Will I be answered ama,0
2023-12-01T17:32:01.229655Z,0
Yup!,1
How to do away with PCOS in order for one to conceive I have been trying to conceive for like 2 years now,1
2023-12-27T03:28:34.590689Z,0
Is it normal kufeel some sort of paint on your coochie during sex,1
2024-01-21T06:57:01.523338Z,0
Is it ok to have sex before marriage,0
What if boyfriend akiruka pregnancy,1
So i just had unprotected sex yesterday and am on day 2 on my periods so i took p2 because of the guy i was with cummed inside it was my first time taking this p2 will i experience changes in my cycle as it continues from tommorrow advice thanks,1
"I'm in a 2 months old relationship, Ikianza it was all nice until when it was a month old, The boyfriend doesn't talk to me like he used to na if I ask why anasema ati constant communication ni ya watu immature and he is mature so he doesn't have to talk to me daily",1
I had sex with partner yesterday and I am worrying that she may infected with any of disease help,1
"Is it ok to have sex with your boyfriend everything he wants,Na mmedate for two months only",1
"So I quit law school last semester , My parents are really disappointed",0
Na Kama unaskia kufuck na ww Ni mwanamke na auna mtu wa kufuck utaduu,1
Can precum make one pregnant ?,0
why is it so hard for a penis to fit in my vagina cause i can't be able to have an intercourse vizuri,1
2024-06-13T10:30:01.204115Z,0
Can someones virginity be broke twice,0
Styles ya sex zenye haziumizi ni kama Gani?,0
I'd like to be part of you,1
2023-11-24T10:58:01.714310Z,0
For example ww ni virgin na your boyfriend anataka sana mhave sex but ww huko ready kubreak utafanya nn na haelewi huko ready kubreak virginity ju Kuna Ile fear ya kulet go,1
Is it good or bad sending nudes to your boyfriend,0
Is sex bad,0
issue,1
How can I make my man trust and love me better??,0
Mnaweza nisaidie 100nikule supper,1
2023-12-28T19:06:01.471007Z,0
"It's like: first lemme talk about my current state guys I bleed alot and nonstop all time am on pads what's does that mean??? Imenisumbua coz my friends Lisa have you gone to the doctor sijaenda ju ganji ,",1
2023-11-29T08:58:01.435612Z,0
Symptoms za yeast infection ni?,1
Nlikua nshaauliza.....,0
What is cheating,0
Am feeling depressed and my world is falling apart,0
Mnaweza ni Jenga pick up line za kiswahili,1
Okay thankyou,0
"After I had sex the following day I felt some weird sounds in my stomach which made me think that I was going to be pregnant,,,,what was the problem",1
is it true that kuna stingo fulani za ngwati za kudecide the baby atakua boy ama dame?,0
So Kuna huyu boy nimempenda na sijui kama yeye anafeel venye mi nafeel so we unaona kama nipoa nimwambie venye nafeel?,1
Iam married but I don't trust my husband coz nmempata ananicheat mara mob but I love him so much nifanyaje,0
What should you do if your boyfriend wants you to have sex with him and you're not yet ready?,0
So ukibreakiwa virginity unaezapata ball?,1
Effects of P2 on fertility,1
How can I approach mdem juu ya risto ya sex?,0
2024-11-22T20:34:02.540716Z,0
So there's is this guy we were dating way back in 2021...shit happened and I got pregnant then we parted ways but now his back claiming he wants to see his child should I allow him to see the baby?,1
2024-03-01T19:08:01.329439Z,0
How can I manage my girlfriends moods and sometimes she's harsh and she says harsh words at me when she's hurt,0
How to know a girl is interested in me,0
"I have a boyfriend but every time I go to his place we just make out,is it ok",0
I like a guy that is totally my type but he doesn't show he shows interest at times he doesn't,0
How will I know I got hiv,0
2023-12-28T15:55:01.271552Z,0
Ni ukweli that if I stop the contraceptives pills  I should wait ndio nipate ball,1
How would I know that my boyfriend is cheating on me?,0
Ok,1
Huwa nafeel pain guy akinifinger fuck so what can be the problem  and  also the solution,1
Nini ilikuwa motivation yenu kutengeneza hii platform,0
I'm I really supposed to feel insecure after hanging out with a guy whom is not classed as my boyfriend .... then realize that he is known to many ladies,0
nikona dem mali safi but nika ana ni avoid,1
Yup!,1
2023-10-14T19:36:01.389044Z,0
How to stop murstibating,1
Nilimeza p2 on Monday but bado sijaona periods zngu but nafeel symptoms,1
Me and my boyfriend have been having some issues.. I feel like he's demanding for more and giving less.. Nampenda lakini i feel like he's dragging me and  slowing me down in all ways.. Please help,1
Niko 20 years na Niko confused on which type of contraceptive naweza tumia kuavoid unwanted pregnancy na contraceptive yenye haitakam kuniaffect in the future nikitaka kuhave kids. Which contraceptive would u recommend for me and according to my age because am really afraid of being infertile in the future,0
Is it normal to puke ukiumwa na cramps,1
"I have this guy who wants me but i don't feel the vibe because he always keeps his family first,fake promises and I don't think I feel him after the sex..what can I do to tell him I don't feel him no more",0
I want my ex boyfriend back  tuliachana 5 years ago,0
Naeza jua aje the best contraceptive naeza tumia,0
How should i understand my body?,1
Nlienda attachment then the manager wanted to sleep with me,0
So me niko stuck maharishi kwa life like naishi na BFF wants but mambo si fitness. Ni msee mbiolent sometimes alafu ni gamer sa si unajua ma gamer hawanaga time .spending vyenye ye hunibongesha alafu pia spending vyenye hunitreat. Anadai ananipenda but saa ingine me nafeel kama hanitaki. So nataka kumove out niende place ingine yenye ill be living with a dude who is offering a job .  anaprovide kila kitu na bado ananipea allowance saa me nataka kuishia but nafeel nitahurt huyu BF wangu. Nifanye nini?,1
I want a girl whom I will date,0
Mbonaa hujibu👀💔,0
Hy,1
??,1
How does someone stop Masturbating Masturbating,0
How do I begin a topic about relationships boundaries,0
What causes  a white vaginal discharge and what it's long-term effects to fertility of a parson especially a young lady?,1
Is it normal to feel sexually attracted to someone who touches ur butt,1
"Niko kwa relationship and my bf feels like entertaining other men is a no na tumehave hii convo which kwangu kuongelesha na kuinteract na watu si mbaya but he feels like it's disrespectful and ik but I feel like I have to talk other people for my sanity, What do u think?",0
How  do you tell a woman's safe days,0
2023-10-17T11:39:01.140908Z,0
Sawa,1
How can i get a job to cater for my children,1
Iyi nigemu yanini,1
Can I sucks my girlfriend pussy,1
"At what age should  one start dating,,",0
self,1
What do you do when you feel like you can't get yourself to be productive?,1
Ukifill kudinyana na hauna manze karibu unaeza Fanya nni ndio urudi sawa,0
Tunaezafuck na mouth ama,0
Okk then thank you each a nijaribu siku in fine bye,1
Another Quiz ❓,1
Ok how many minutes should a man last in bed,1
Can mistuburtion inaeza niaffect in future,0
Is it okay for a girl to make the first move and ask a guy out?,1
Niko na implant jadelle.. not been seeing my ps for the past year.. it's now two weeks of bleeding though SI mingi...any advice..,1
How will I know am fertile,0
Most of the time Kuna discharge that's whitish and it's very uncomfortable what can be the cause,0
Does using the femiplan tablets lead to one not being fertile afterwards when you want to give birth,1
2024-02-02T12:55:01.420574Z,1
2024-03-02T08:49:01.469965Z,0
A you a woman,1
What does brown discharge mean,0
What do I do if my husband calls me desperate?,0
Nikona boyfriend na l have trusting issues naeza hanya nini,1
Is it ok for me not to want any intimacy when I'm in a relationship,1
2023-10-03T06:39:01.217190Z,1
Is it easy to forgive and forget a cheating girlfriend,1
Huwa sifeel anything during sex.. hyo pleasure na sweetness.. I don't understand why... Naeza kuwa na shida gani,1
Kuna this guy tulikua tunadate last year tulidate for like 4 months I guess so I found out he was cheating Mimi nikamwacha December so alinibeg since last year mpaka this year hapo July we got back together so juzii nikamuuliza how does he see us in the future like am I in his future plans ama and he said maybe like he ain't sure so is that a red flag like I should leave him ama,0
"So, my Bestfriend found out she is pregnant. She just finished school and hasn't found a job yet. Her boyfriend also doesn't have a job. So she is considering an abortion but the thing is she had one, last year. Is it safe for her to go through with the abortion?",1
I think I have PCOS  but currently siezi afford doo yakuona gynaecologist how can you help me especially on the irregular periods,0
Do you love,1
what if I need a girlfriend,0
I have this problem naenda kujisaidia haja ndogo  then nikimaliza hivi nahisi tena kujisaidia then ikakam kama burn its so uncontrollable...what can be the problem?,0
2024-05-05T05:52:01.517358Z,0
Is it normal kupata blood clots during periods every mnth?,1
"Hello, nafeel Niko depressed😫",0
How effective are condoms and mtu hujua aje if it was not effective,1
*EXPLORE*,0
"Can someone get pregnant after taking the emergency pill,i took it but today i have tested positive",0
How do you know if a man is into you?,1
Mimi huwa sina feelings za chali yoyote naeza fanya aje juu I feel so bad,0
This,1
Is it possible to move on from someone you really love,0
How to improve my social skills inorder to find real friends cause am certain the one's I have now that am in college don't give a shit about me,1
Am dating a lady with a kid how do i play a fathers roll bila ku tamper na emotions zake ama her past rellationship,0
Don't you speak English,1
I had unprotected sex three weeks ago na akamwaga ndani but sikuchukua p2 at the moment but nlitake in the morning 8am na sioni period zangu zikikam,0
Is it bad to use contraceptives pills?,0
When a guy texts you after months and tells you he misses you...is there any connection between both of you or does he have feelings for someone,0
1,1
How can I treat  yeast  infection,0
"when a woman  gives birth ,, how long does her eggs take to become   active again ?",1
I don't have a partner and at times i feel horny how can i control that,0
How do I quit masterbation,1
Is it okay to be in a relationship just because of kids,0
"So, There's this guy napenda sana, tulienda date, had a nice time lakini nikapoteza phone, aliagree kunitafutia yenyewe na kuifuatilia coz nilikua nimeacha kwa Uber. I kinda got a little aggressive after nimeona wiki inaisha na sijapata phone na ni kama ilimtrigger. Bado aliendelea kunitafutia simu na eventually aliipata na akaniletea. After that akaacha kuniongelesha. I've tried texting, calling, hakuna yenye anareply na hajaniblock anywhere. Leo, amenicall na a new number and I was certain it's him until after the 4th call akasema ati ni misdial. I'm now confused, I love this guy so much and I really miss him lakini tena sitaki kumsumbua, nifanye?",0
Msee anawezaje kucount ile time partner wake ako periods,1
Unezanitumia 500,1
Anny group,0
Ukiwa na Implant na umekuwa ukipata normal periods then all over sudden umiss periods for 2 months  can you be pregnant or if not what is the problem,0
2023-11-09T19:45:01.228923Z,1
Is asking for free,0
How many days a month is a woman fertile,0
Hello my gal has not been talking to me juu sikuwa naenda kumwona the reason is i was too busy na job so she got mad but claims she loves me but doesn't wanna talk,0
3,0
I need to know about injection contraceptive,0
"I've had sex with my boyfriend like 2 days ago., I started feeling a hot sensation when urinating., We used protection though, a condom., , What could be the problem?",0
2023-12-30T16:39:01.556801Z,0
Something New,1
Ummm.... Is it okay to crave for your guy🤷‍♀️,0
Can u tell me more about birth control,1
Girls do they need big dick in or small,1
Mine is kinda talking than a question,0
Haina ajaa,0
Are p2 affects to the body,1
2024-05-04T06:47:02.198738Z,1
Kuna this girl anataka tuhave sex im not comfortable coz im a virgin though interested i need your advice,0
Ok,1
Yup!,1
Amenishow ATI there is nothing wrong but we will talk,1
3,0
What is the cause of pain and tears during sex,1
Nko na dem virgin anadai nimbreak ni do aje?,0
Like i have a boyfriend na nikikosa ku have sex na yeye ana jam what should i do,0
"Naweza ishi aje na bwana mlevi mviolent .....but huwa anaapologise na alisema hatawai nichapa tena ,nafeel ni kama simpendi anymore naweza fanya aje nimpende tena na how can i communicate this with him",0
raped,1
I want to stop masturbating... What do I do?,0
MTU anaeza jua aje chali yake ameboeka na yeye,1
by,0
Naeza uliza na ngoso,0
Learn about pregnancy,1
1,1
What turns on a woman quickly,0
What's the best position to fuck a girl,0
2023-11-18T04:42:01.357641Z,1
What to do when you feel like giving up,1
"Nina bebz wangu tuko in love, but gori ni kuwa she always react ka ananipenda kwa dhati hila hanijulihagi hali hadi me nimjulie wa kwanza nishauri nifanyeje",0
Is arbotion safe?,0
Ok,0
Can i and my partner know our chromosomes from the hospital before conceiving?,1
Can I be invited to speak on your  podcast?,1
It's about relationships,1
Vinye mtu anaeza anza kuambia dem anampenda,1
I need you to assist me with abortion Plus😭😭,0
2024-10-15T11:28:02.870977Z,1
Is it wrong for a guy to have sex with a girl when she is drunk,1
Boi anaeza tumia condom Moja mara kadhaa kwangu,0
3,0
Kwa nini after a man amemwaga ndani as woman Huwa unatoa a smelly fluid,1
At what age should people start having sex?,1
What is the work of p2,1
So what is the difference between a feminine energy and a feminist,0
I don't have feelings,1
2,1
How long should a sober man have sex with a sober lady?,0
How do i take care of my feminine parts whether during menstruation or normally,0
2023-12-18T15:47:01.273120Z,1
2023-12-29T15:35:01.705597Z,1
Is it possible for one to be on periods and still pregnant?,0
Have been having back pains for few days,1
Sometimes after sex i feel some discomfort for a  day or two alafu inaenda what could be the problem,0
Nimeuliza swali can I get it answered please,0
I slept with my wife and ako na hiv what can I do,1
"I almost broke my virginity today but it couldn’t fit, I wasn’t wet, What could’ve been the problem",1
Having periods for the first time with no parents around,1
2024-03-01T10:08:01.544021Z,1
"Okay am dating then nipate ball boi aniambie nitoe,nitoe ikiwa n 1month is it possible siwezi pata mtoto tena",1
Okey I have a friend how's like 4months pregnant and her boyfriend dumped her complete like he don't want anything to do with her and she's asking for advice what should I advice her on this,0
by,1
Like ni vizuri kama unadate your boyfriend to have a bestie who is girl,0
How should one react or what should one do when having sex for the first time,1
Mm nafeel kuwashwa washwa juu ya breast na chini kabisa then hiyo kuwashwa inafikia mgogo what might be the problem,0
2023-12-31T19:13:01.343409Z,0
how to say no to someone you have sex with,0
What should one do to plough back love that is   fading away,1
I have sex with my partner and it's seems wants more of it..,0
"Everytime I wanna have sex with my girl, nakuwanga na anxiety na inafanya nakuwa na premature ejaculation for the first shot, but ya pili hukuwa tu sawa. What can I do so that I last during my first shot",1
Tkikosana na msee nafaa kudeal ajy na iyo stress?,0
Elon musk,0
2023-12-30T14:12:01.903576Z,1
Which is the safest family planning method for me,0
"I have cramps,really bad cramps,but my periods haven't showed up yet for like a week,what might be the problem?",1
how do some treat warts around the vagina?,0
So my boyfriend and I wanted to break up lkn tunapendana tukareconçile how will we bring the fire back,1
Harm,0
2023-11-18T06:08:01.836909Z,1
"My girl has been ghosting me for two weeks and she doesn't want to tell me what is wrong, I feel like she doesn't have feelings for me coz she's ever moody at me, should I just leave her??",0
If you're getting yellowish discharge or green from your vagina does that mean I have a bacteria or something like fungal infection??,0
Mtu ako abt ku fuck anafaa kuduu aje ndio a perfom vile inafaa,0
2024-04-02T15:14:01.258359Z,1
Is it normal to feel pain during sex,0
Ok so what do I do if am a girl and I have a girl,1
How to overcome heartbreak,0
"I had unprotected sex yesterday around noon and I want to take a levonorgestrel based pill right now,should I take one then another one after 12 hours or both pills at once?",1
"Wąɲɲą ąȿƙ ąþǿµƮ řƹŁąƮɨǿɲȿɦɨρ ,ɨ ɦą˅ƹ ą þǿ¥ƒřɨƹɲȡ ɲɨʍƹƙąą ɲą¥ƹ ƒǿř Łǿɲǥ ƙąʍą ɦąƮµǰąȿƹж ąŁɨƙµą ąɲąɲɨρƹɲȡą ȿąɲą þµƮ ǿɲȼƹ Ʈµʍƹȿƹж ɦƹ ɨȿ ɲǿώąȡą¥ȿ ɲɨ ƙąʍą ɦąɲɨŁąƙɨ Ʈƹɲąɦ ȿǿ ąʍ ώǿɲȡƹřɨɲǥ Łɨƙƹ ƙώąɲɨ ɦąǰą ¥ąƙƹ ɨŁɨƙµą ȿƹж🥹",0
2024-01-14T11:28:01.429050Z,0
"I love my boyfriend but sai he can't provide akó Tu,,but anataka nimsatisfy tu 🥹",1
What if you don't go for test hw long will it take for the signs to start showing that you have HIV,1
2023-11-23T10:30:02.729227Z,0
